State,Account_Length,Area_Code,International_Plan,VMail_Plan,Day_Mins,Day_Calls,Eve_Mins,Eve_Calls,Night_Mins,Night_Calls,International_Mins,International_calls,CustServ_Calls,Churn
50,114,415,0,0,0.5072546230440967,86,0.48529007423700854,99,0.4408284023668639,83,0.6900000000000001,2,1,0
29,135,415,0,0,0.5172119487908963,92,0.4388232059389607,63,0.5626681011296396,78,0.35000000000000003,6,0,0
5,93,415,0,0,0.3431009957325747,104,0.565026120428925,95,0.42845615922539,107,0.48,6,2,0
45,82,415,0,0,0.4904694167852063,112,0.36211163046466865,89,0.42926304464766,78,0.44000000000000006,9,1,0
49,64,415,0,0,0.4568990042674253,110,0.4726422875996701,97,0.22054868208714362,56,0.365,2,0,1
3,76,408,0,1,0.2799431009957326,100,0.5155347814132527,119,0.41366325981710594,68,0.755,3,1,0
16,112,415,0,0,0.310099573257468,126,0.5848226560351938,106,0.49784830554061327,92,0.395,3,1,0
31,113,408,1,0,0.348221906116643,98,0.6153423150948585,116,0.657073695535234,148,0.58,5,3,0
41,137,415,0,0,0.411095305832148,119,0.45999450096233163,89,0.4085529854760624,76,0.305,4,5,1
28,128,408,0,0,0.29160739687055476,87,0.4872147374209513,97,0.5454545454545455,119,0.435,5,1,0
40,84,415,0,0,0.7798008534850641,119,0.3962056640087984,123,0.6589564281871975,100,0.49500000000000005,5,2,0
13,140,510,0,0,0.5493598862019915,82,0.715699752543305,107,0.5866057019903175,93,0.665,5,2,0
43,106,415,0,0,0.5200568990042674,96,0.5325817981853176,93,0.527972027972028,113,0.385,2,2,0
41,166,510,0,1,0.4221906116642959,86,0.46906791311520485,119,0.47955890263582573,124,0.5650000000000001,12,1,0
42,137,408,0,0,0.21564722617354196,107,0.7063513885070112,98,0.48735879505110274,118,0.525,3,2,0
42,161,415,0,0,0.5633001422475107,90,0.5125103106956282,102,0.5271651425497579,90,0.4650000000000001,2,1,0
8,120,415,0,0,0.7203413940256046,95,0.5795985702502062,86,0.620494889725659,81,0.47500000000000003,4,5,1
42,187,510,0,1,0.5687055476529161,64,0.3700852350838603,110,0.5034965034965035,78,0.585,6,3,0
37,102,415,0,1,0.5334281650071124,105,0.7486939785537531,88,0.5196342119419043,91,0.585,2,2,0
12,82,408,0,0,0.5223328591749644,111,0.8344789661809183,88,0.4480903711672943,115,0.515,6,0,0
22,100,510,0,1,0.244950213371266,95,0.5221336266153423,126,0.479020979020979,113,0.585,4,0,0
2,45,408,0,0,0.36073968705547654,83,0.4338740720373935,100,0.3633674018289403,97,0.55,4,3,0
42,114,415,0,0,0.3081081081081081,95,0.4627440197965356,104,0.34938138784292627,109,0.455,2,1,0
49,43,408,1,0,0.4566145092460882,92,0.6483365411053066,121,0.23830016137708443,95,0.6900000000000001,5,1,1
14,103,408,0,0,0.4190611664295875,81,0.43552378333791586,88,0.4588488434642281,103,0.55,3,2,0
8,57,510,0,0,0.469701280227596,91,0.6620841352763267,56,0.6826250672404519,100,0.47500000000000003,3,2,0
27,52,408,0,1,0.34765291607396875,88,0.382183117954358,100,0.31925766541151157,141,0.28500000000000003,10,3,0
12,74,408,0,0,0.4446657183499289,102,0.7508935936211164,118,0.5180204410973642,113,0.45,4,3,0
1,74,408,0,1,0.7900426742532006,109,0.7423700852350839,114,0.38219472834857454,82,0.52,2,1,0
11,40,415,1,1,0.41934566145092467,117,0.722573549628815,110,0.4809037116729424,97,0.545,5,0,0
38,83,415,0,0,0.6497866287339972,113,0.44899642562551556,103,0.6046261430876816,114,0.39,6,1,0
39,102,510,0,0,0.5251778093883357,133,0.4586197415452296,94,0.5433028509951587,105,0.34,8,1,0
18,92,510,0,0,0.2492176386913229,89,0.4737420951333517,133,0.35018827326519636,88,0.4,4,1,0
7,79,408,0,1,0.6230440967283073,95,0.665108605993951,95,0.48466917697686923,102,0.27999999999999997,5,4,0
42,110,510,0,0,0.6284495021337128,100,0.7687654660434424,76,0.5825712748789672,107,0.675,9,1,1
1,69,408,0,1,0.5359886201991465,104,0.8814957382458071,128,0.372512103281334,120,0.485,7,1,0
15,56,510,0,0,0.7248933143669987,83,0.5334066538355787,98,0.4384077461000538,118,0.675,2,4,0
44,133,510,0,0,0.9627311522048364,86,0.6450371185042617,97,0.6498117267348037,139,0.7400000000000001,4,3,1
9,119,415,0,1,0.4785206258890469,81,0.7789386857299972,105,0.593329747175901,136,0.535,3,1,0
45,131,415,0,0,0.40711237553342816,114,0.37970855100357437,119,0.4739107046799354,100,0.44500000000000006,3,3,0
6,60,415,0,1,0.3365576102418208,113,0.6978278801209788,97,0.40236686390532544,78,0.47000000000000003,4,1,0
27,118,415,0,0,0.7297297297297297,115,0.3720098982678032,79,0.49784830554061327,131,0.375,5,0,0
38,92,510,0,0,0.5288762446657184,111,0.5960956832554304,93,0.5589026358257128,58,0.42500000000000004,2,1,0
22,52,510,0,0,0.6230440967283073,100,0.40940335441297776,110,0.34588488434642284,129,0.5950000000000001,8,3,0
27,135,510,0,1,0.512375533428165,90,0.41930162221611217,65,0.6320602474448628,85,0.635,9,1,0
10,107,408,0,0,0.32688477951635847,119,0.6590596645587022,91,0.38219472834857454,112,0.63,5,2,0
38,110,510,0,0,0.4512091038406828,97,0.5620016497113005,123,0.42845615922539,123,0.5650000000000001,3,2,0
8,109,415,1,1,0.6947368421052632,147,0.5490789111905416,65,0.3259817105970952,109,0.77,3,2,1
34,90,415,0,0,0.5120910384068279,58,0.6307396205664009,88,0.37385691231845075,110,0.66,9,1,0
19,117,408,0,0,0.6833570412517781,110,0.5166345889469343,65,0.3483055406132329,102,0.35000000000000003,19,3,0
26,57,415,0,0,0.6668563300142248,120,0.4270002749518835,120,0.28859601936525014,103,0.47000000000000003,4,1,0
29,115,415,0,0,0.38520625889046944,104,0.3816332141875172,91,0.4983862291554599,92,0.27,3,1,0
21,73,408,0,0,0.7749644381223328,112,0.6934286499862524,91,0.6245293168370092,112,0.545,5,1,1
31,127,510,0,0,0.7479374110953058,95,0.48364036293648616,126,0.4811726734803658,101,0.375,5,1,0
8,79,415,0,0,0.18975817923186347,124,0.560901842177619,91,0.6226465841850457,110,0.755,2,1,0
46,33,408,0,1,0.6298719772403983,110,0.7591421501237284,86,0.5371167294244218,102,0.505,4,1,0
27,110,415,1,0,0.38435277382645805,99,0.6249656310145725,123,0.4109736417428725,110,0.66,4,1,1
6,133,408,0,0,0.6850640113798009,72,0.5573274676931537,62,0.5102205486820872,76,0.385,5,1,0
30,145,415,0,0,0.4850640113798009,101,0.5677756392631289,112,0.46019365250134486,106,0.49000000000000005,1,3,0
17,47,415,0,1,0.45035561877667146,90,0.5861974154522959,71,0.2684238838084992,132,0.7000000000000001,2,2,0
5,53,510,0,1,0.5738264580369844,87,0.6920538905691503,97,0.7374932759548144,95,0.395,5,0,0
30,148,510,0,0,0.48022759601706977,102,0.6821556227660159,125,0.6118881118881119,96,0.53,4,1,0
19,72,415,0,0,0.4036984352773827,98,0.5171844927137751,63,0.2474448628294782,49,0.6000000000000001,5,2,0
18,96,510,0,0,0.5194879089615931,75,0.5185592521308771,67,0.307961269499731,81,0.47500000000000003,3,5,1
49,113,510,0,1,0.7522048364153627,93,0.6125927962606544,79,0.5123722431414739,88,0.5,4,1,0
14,55,415,0,0,0.5795163584637268,80,0.6329392356337641,112,0.26116191500806885,48,0.47000000000000003,1,3,0
22,143,415,0,0,0.5450924608819345,53,0.2875996700577399,104,0.464228079612695,125,0.535,9,3,0
15,60,415,0,0,0.3880512091038407,147,0.6046191916414627,101,0.20575578267885958,73,0.35000000000000003,3,0,0
5,90,415,0,1,0.4785206258890469,103,0.6073687104756668,75,0.5408821947283486,105,0.41,2,0,0
7,170,408,0,1,0.3564722617354196,128,0.6615342315094859,104,0.5922538999462077,109,0.35000000000000003,3,3,0
43,65,415,0,0,0.6199146514935989,89,0.6565850976079186,101,0.46046261430876817,105,0.33,4,0,0
12,93,408,0,0,0.5635846372688478,93,0.6491613967555677,95,0.27998924152770305,121,0.63,4,2,0
44,117,408,1,1,0.5086770981507824,81,0.7866373384657686,85,0.5545992469069393,128,0.355,5,1,0
1,96,415,0,1,0.7479374110953058,57,0.5229584822656035,107,0.727003765465304,103,0.5900000000000001,4,3,0
6,101,415,0,0,0.4682788051209104,85,0.5633764091284026,72,0.3044647660032275,104,0.5750000000000001,5,0,0
33,60,415,0,0,0.5604551920341394,130,0.6026945284575199,105,0.2140935987089833,113,0.63,4,1,0
12,157,510,0,0,0.2927453769559033,94,0.6299147649161396,96,0.47202797202797203,129,0.68,2,1,0
44,89,408,0,0,0.41024182076813653,74,0.4528457519934011,119,0.6885422270037654,121,0.605,7,4,1
10,96,408,0,1,0.35988620199146515,108,0.340390431674457,114,0.7673480365788058,98,0.655,6,2,0
38,91,415,0,0,0.39772403982930304,109,0.43167445697003026,91,0.5255513717052179,122,0.68,4,3,0
45,104,415,0,0,0.39743954480796584,112,0.5493538630739621,127,0.4467455621301775,104,0.515,2,2,0
40,40,415,0,0,0.8802275960170697,86,0.7459444597195491,98,0.46772458310919846,116,0.5599999999999999,5,3,1
49,161,415,0,0,0.4540540540540541,102,0.5845477041517734,119,0.34480903711672944,83,0.63,7,5,1
17,131,408,0,1,0.6819345661450925,102,0.5850976079186143,109,0.44244217321140394,77,0.525,2,1,0
16,131,510,0,0,0.5564722617354196,93,0.6736321143799835,100,0.21920387305002687,97,0.66,6,2,0
7,79,510,0,0,0.45832147937411094,110,0.46906791311520485,111,0.6756320602474448,80,0.38,2,2,0
3,130,510,0,1,0.4947368421052632,90,0.6455870222711025,86,0.265196342119419,79,0.42000000000000004,5,1,0
11,161,408,0,0,0.47055476529160745,88,0.5765740995325818,111,0.665680473372781,129,0.525,3,4,0
25,108,415,0,1,0.6295874822190612,117,0.4289249381358262,102,0.36605701990317374,80,0.435,3,0,0
49,69,415,1,0,0.5029871977240399,89,0.5389056915039868,89,0.5632060247444863,151,0.655,5,1,1
27,80,408,0,0,0.5576102418207681,75,0.6538355787737147,112,0.5295857988165681,127,0.6950000000000001,5,1,0
21,146,415,0,0,0.49587482219061174,113,0.5518284300247457,107,0.6939214631522324,145,0.58,3,4,0
31,143,408,1,0,0.5317211948790896,98,0.5402804509210888,110,0.5166756320602475,104,0.6150000000000001,3,4,0
47,114,510,1,0,0.32887624466571835,93,0.4487214737420951,78,0.613501882732652,104,0.485,1,2,1
50,113,408,0,0,0.45064011379800856,107,0.3909815782238108,104,0.40747713824636894,108,0.7450000000000001,2,0,0
21,29,415,0,1,0.42503556187766717,93,0.5218586747319219,96,0.2802582033351264,71,0.30000000000000004,3,1,0
25,57,415,0,1,0.6955903271692746,94,0.44322243607368705,113,0.43329747175901023,105,0.485,3,1,0
17,78,415,0,0,0.4139402560455192,124,0.3942810008248557,71,0.7205486820871437,123,0.47500000000000003,5,3,0
10,120,510,0,0,0.42019914651493595,101,0.3962056640087984,71,0.5750403442711135,115,0.555,5,0,0
1,97,415,0,0,0.4674253200568991,106,0.5012372834753919,97,0.43222162452931684,93,0.605,2,1,0
15,185,415,0,0,0.2543385490753912,77,0.7943359912015396,128,0.3757396449704142,93,0.52,2,3,0
0,144,415,0,1,0.7860597439544809,149,0.6928787462194116,112,0.29397525551371706,85,0.435,3,1,0
2,97,510,0,1,0.4913229018492176,79,0.5977453945559528,101,0.6387842926304464,88,0.585,5,1,0
45,130,415,0,0,0.39459459459459456,68,0.5653010723123453,102,0.5594405594405595,108,0.68,3,2,0
7,59,415,0,1,0.5843527738264581,68,0.3161946659334616,115,0.5150618612157074,130,0.47000000000000003,2,5,0
13,139,408,0,0,0.5331436699857753,86,0.46549353863073967,116,0.35018827326519636,88,0.585,3,1,0
8,12,415,0,0,0.5863442389758179,105,0.6780313445147099,104,0.6223776223776224,83,0.605,7,2,0
23,42,408,0,1,0.3741109530583215,143,0.5094858399780039,109,0.41447014523937603,117,0.545,5,0,0
50,63,415,0,0,0.34167852062588905,103,0.4927137750893593,132,0.27998924152770305,82,0.315,4,1,0
34,143,415,0,0,0.47965860597439547,85,0.48474017047016776,89,0.6968800430338893,69,0.665,10,1,0
45,150,415,0,1,0.6708392603129446,91,0.5576024195765741,84,0.6000537923614847,81,0.5950000000000001,4,1,0
2,156,510,0,0,0.5388335704125178,114,0.40060489414352485,96,0.4561592253899946,121,0.225,13,0,0
43,98,408,0,0,0.4509246088193457,90,0.6994775914215012,67,0.4174287251210328,104,0.7400000000000001,5,2,0
7,17,510,0,1,0.7965860597439545,101,0.7118504261754193,85,0.5562130177514794,130,0.515,2,3,0
34,101,415,0,0,0.6537695590327169,97,0.5988452020896343,133,0.592522861753631,53,0.44500000000000006,2,1,0
35,163,415,0,0,0.6873399715504979,102,0.3819081660709376,100,0.33781603012372247,129,0.49000000000000005,6,1,0
18,140,415,0,1,0.5007112375533428,141,0.5534781413252681,143,0.3891877353415815,93,0.355,5,3,0
35,176,415,0,1,0.47510668563300146,93,0.4786912290349189,128,0.3544916621839699,124,0.52,4,3,0
44,102,510,0,1,0.36756756756756753,142,0.658234808908441,114,0.5384615384615385,66,0.435,4,0,0
45,71,415,0,1,0.4950213371266003,122,0.4635688754467968,85,0.29289940828402367,120,0.39,4,1,0
43,104,415,0,0,0.7431009957325747,81,0.5749243882320594,130,0.6936525013448092,121,0.5650000000000001,1,2,1
42,96,415,0,0,0.752773826458037,117,0.7261479241132802,121,0.1449704142011834,89,0.405,4,0,0
38,90,408,0,0,0.45775248933143675,97,0.3750343689854276,46,0.49973103819257664,121,0.455,4,2,0
6,106,510,0,1,0.355049786628734,93,0.6645587022271102,83,0.5266272189349113,110,0.5650000000000001,3,1,0
8,148,510,0,0,0.6560455192034139,92,0.510310695628265,97,0.43033889187735336,79,0.31000000000000005,4,2,0
15,66,408,0,0,0.687624466571835,112,0.6917789386857299,78,0.2200107584722969,82,0.5650000000000001,2,2,0
44,95,408,0,1,0.6517780938833571,143,0.4074786912290349,104,0.6057019903173749,110,0.195,3,0,0
36,127,408,0,0,0.6056899004267425,92,0.7151498487764641,124,0.415277030661646,85,0.43,2,2,0
30,79,408,0,1,0.355049786628734,99,0.5708001099807534,142,0.40828402366863903,95,0.22999999999999998,3,1,0
24,83,510,0,0,0.3809388335704125,82,0.4663183942810008,105,0.5368477676169985,114,0.585,4,0,0
33,83,510,0,1,0.3692745376955904,87,0.5042617541930162,110,0.3932221624529317,40,0.7150000000000001,6,1,0
40,136,415,0,0,0.25177809388335703,112,0.768490514160022,98,0.6853146853146853,69,0.375,12,1,0
11,17,408,0,0,0.4793741109530583,102,0.817156997525433,130,0.5957504034427111,117,0.44000000000000006,6,3,0
7,165,415,1,0,0.23157894736842108,110,0.7250481165795986,150,0.5285099515868746,107,0.61,3,1,0
36,149,510,0,0,0.3334281650071124,99,0.626065438548254,74,0.5338891877353416,141,0.45,7,1,0
21,79,510,1,0,0.8546230440967283,113,0.5795985702502062,93,0.4039806347498655,121,0.5950000000000001,3,2,1
3,94,415,0,0,0.555049786628734,105,0.7489689304371734,100,0.3214093598708983,102,0.5750000000000001,16,1,0
23,93,415,0,0,0.4893314366998578,80,0.6024195765740995,76,0.3942980096826251,108,0.515,3,0,0
50,109,415,1,1,0.46998577524893315,85,0.373934561451746,92,0.43464228079612693,100,0.5950000000000001,5,1,0
47,106,415,0,0,0.4258890469416785,114,0.2873247181743195,72,0.550564819795589,87,0.45,2,2,0
1,92,408,0,0,0.5285917496443813,61,0.32471817431949407,131,0.6301775147928994,70,0.5900000000000001,4,1,0
47,93,415,0,0,0.6099573257467995,112,0.7189991751443497,97,0.692845615922539,112,0.7400000000000001,3,0,1
32,124,408,0,0,0.6958748221906117,91,0.34396480615892217,70,0.7536309844002151,104,0.6000000000000001,5,0,0
19,117,408,0,0,0.8608819345661451,83,0.4594445971954908,106,0.5018827326519635,79,0.52,7,1,1
21,163,415,0,1,0.5553342816500711,123,0.3475391806433874,115,0.5320064550833782,90,0.45,5,5,1
41,87,510,1,0,0.5911806543385492,113,0.5009623315919713,129,0.37708445400753093,98,0.65,3,1,0
18,59,415,0,0,0.3385490753911807,119,0.3698102832004399,115,0.7407208176438946,75,0.45,6,2,1
11,103,415,0,0,0.6992887624466573,116,0.37228485015122353,97,0.4510489510489511,73,0.49500000000000005,7,1,0
9,101,408,0,0,0.37268847795163584,148,0.6535606268902941,126,0.6941904249596558,111,0.63,4,3,0
48,72,415,0,0,0.3692745376955904,106,0.5188342040142975,138,0.5091447014523938,116,0.41500000000000004,4,4,1
41,108,510,1,0,0.7849217638691323,84,0.5581523233434149,91,0.5061861215707371,108,0.335,4,2,1
30,80,510,0,0,0.6068278805120911,124,0.5213087709650811,86,0.4585798816568047,107,0.605,2,1,0
31,117,415,0,0,0.3658605974395448,92,0.5270827605169095,61,0.2649273803119957,117,0.6200000000000001,9,2,0
28,51,510,0,0,0.2711237553342817,103,0.52048391531482,116,0.5796126949973104,110,0.68,4,1,0
23,126,415,0,0,0.433570412517781,94,0.45697003024470717,91,0.4733727810650887,84,0.51,1,1,0
46,149,415,0,0,0.5544807965860598,108,0.514434973879571,102,0.4080150618612157,168,0.41,4,4,0
19,158,415,0,0,0.6108108108108108,112,0.7228485015122353,115,0.5532544378698225,68,0.58,2,1,0
49,66,415,0,0,0.5132290184921764,99,0.37145999450096234,114,0.4916621839698762,98,0.47500000000000003,6,1,0
22,82,415,0,0,0.4668563300142248,84,0.8735221336266153,109,0.5871436256051641,87,0.665,4,1,0
39,127,510,0,0,0.6005689900426743,62,0.6466868298047841,143,0.5494889725658957,66,0.78,3,2,0
34,108,415,0,1,0.8887624466571835,98,0.7462194116029695,122,0.37493275954814415,91,0.505,6,0,0
41,106,408,0,1,0.6352773826458038,97,0.5842727522683531,131,0.3534158149542765,149,0.58,2,1,0
47,62,415,0,0,0.4748221906116643,76,0.6147924113280175,113,0.4456697149004842,87,0.71,5,1,0
16,48,408,0,1,0.5487908961593173,60,0.4927137750893593,87,0.43652501344809036,137,0.935,7,0,0
33,58,415,0,1,0.6736842105263159,89,0.43552378333791586,91,0.5086067778375472,97,0.4,3,2,0
7,138,415,0,0,0.4258890469416785,99,0.4399230134726423,97,0.627487896718666,161,0.47500000000000003,5,1,0
2,81,415,0,1,0.7627311522048366,94,0.42919989001924663,124,0.36901559978483056,90,0.68,5,2,0
5,36,415,1,0,0.6970128022759602,119,0.5375309320868848,91,0.3832705755782678,87,0.39,7,1,0
4,90,510,0,1,0.5345661450924609,121,0.5771240032994226,101,0.6280258203335126,102,0.52,5,2,0
36,177,415,0,1,0.6657183499288762,108,0.6543854825405554,61,0.4806347498655191,125,0.44000000000000006,4,0,0
7,108,510,1,1,0.43755334281650077,105,0.6769315369810283,62,0.3434642280796127,125,0.555,4,1,0
45,25,415,1,0,0.602275960170697,51,0.619191641462744,74,0.4685314685314685,95,0.6000000000000001,3,0,0
9,133,408,0,1,0.6526315789473685,78,0.6035193841077812,106,0.40102205486820874,115,0.6000000000000001,4,3,0
10,90,415,0,0,0.1957325746799431,124,0.4621941160296948,106,0.6952662721893491,96,0.49000000000000005,5,1,0
6,94,415,0,0,0.5695590327169274,113,0.35441297772889746,116,0.6877353415814954,109,0.52,5,0,0
14,68,415,0,0,0.3829302987197724,73,0.5686004949133902,117,0.30984400215169444,104,0.47000000000000003,2,2,0
47,171,415,0,0,0.6611664295874823,101,0.5004124278251306,80,0.668639053254438,133,0.47500000000000003,3,0,0
23,122,415,0,0,0.3584637268847795,89,0.4041792686279901,95,0.691231845077999,97,0.27999999999999997,4,0,0
33,94,510,0,0,0.5004267425320057,121,0.6106681330767115,94,0.4534696073157612,123,0.545,5,1,0
44,25,415,1,0,0.46002844950213373,99,0.5941710200714875,89,0.41285637439483586,115,0.6200000000000001,6,1,0
25,120,415,0,0,0.3203413940256046,80,0.3420401429749794,86,0.5693921463152233,88,0.405,3,6,1
35,107,415,0,1,0.6657183499288762,116,0.6156172669782788,103,0.6005917159763314,105,0.6900000000000001,1,1,0
49,78,408,0,0,0.6438122332859175,88,0.8419026670332691,81,0.47794513179128567,120,0.39,11,1,1
44,93,415,0,0,0.49530583214793744,127,0.4861149298872698,73,0.5831091984938139,111,0.535,3,0,0
6,80,415,0,0,0.5564722617354196,111,0.6090184217761891,122,0.42711135018827323,89,0.54,1,1,0
30,127,415,0,0,0.5712660028449503,104,0.4987627165246082,73,0.178859601936525,49,0.485,5,0,0
8,82,415,1,1,0.332574679943101,74,0.627440197965356,115,0.6137708445400754,89,0.49500000000000005,8,1,0
8,44,415,0,0,0.6418207681365576,118,0.37228485015122353,122,0.4488972565895642,96,0.605,5,1,0
5,69,408,0,1,0.7763869132290184,122,0.5180093483640363,97,0.2937062937062937,87,0.525,3,2,0
9,89,510,0,0,0.6142247510668564,106,0.5804234259004674,89,0.6178052716514255,106,0.44000000000000006,4,0,0
13,69,510,1,0,0.5681365576102418,121,0.5207588671982403,92,0.6476600322754169,120,0.555,4,6,1
8,64,415,0,1,0.8019914651493598,121,0.6615342315094859,104,0.5083378160301237,120,0.35000000000000003,5,3,0
38,167,415,1,0,0.5155049786628734,122,0.7217486939785538,77,0.513179128563744,88,0.42000000000000004,4,0,0
31,139,415,0,0,0.18008534850640115,116,0.48748968930437175,113,0.39913932221624526,82,0.71,4,1,0
7,41,510,0,0,0.5917496443812233,83,0.5482540555402805,110,0.40424959655728887,91,0.7450000000000001,3,1,0
24,104,510,0,0,0.5385490753911807,73,0.429474841902667,120,0.5621301775147929,76,0.375,8,3,0
47,166,510,0,0,0.44608819345661455,100,0.4715424800659885,93,0.33862291554599244,97,0.5599999999999999,10,1,1
0,68,415,0,0,0.4901849217638692,135,0.5229584822656035,93,0.7380311995696612,84,0.52,2,1,0
36,78,510,0,0,0.39829302987197723,84,0.5960956832554304,73,0.5414201183431953,102,0.45,6,2,0
39,60,415,0,0,0.6287339971550499,94,0.8474017047016772,72,0.5648197955890264,94,0.505,5,1,1
35,184,415,0,0,0.47567567567567565,133,0.4456970030244707,123,0.35960193652501343,81,0.47500000000000003,4,1,0
25,171,510,1,0,0.5450924608819345,83,0.497937860874347,103,0.46288327057557827,73,0.43,3,3,0
3,68,408,0,0,0.49075391180654343,115,0.6101182293098708,126,0.3972565895642819,98,0.34,8,4,0
45,88,415,0,0,0.8372688477951636,83,0.47319219136651086,104,0.41447014523937603,105,0.29,7,2,1
1,130,408,0,0,0.8224751066856331,79,0.4127027770140225,106,0.37708445400753093,98,0.675,4,1,0
14,156,415,0,0,0.46258890469416786,113,0.7154248006598845,90,0.5150618612157074,93,0.545,2,0,0
25,92,510,0,1,0.6645803698435278,126,0.4204014297497938,94,0.6425497579343734,95,0.6400000000000001,4,1,0
23,151,415,0,1,0.6847795163584637,102,0.2928237558427275,96,0.4639591178052716,128,0.53,2,2,0
36,78,415,0,0,0.8264580369843528,119,0.43552378333791586,75,0.6250672404518558,101,0.43,6,2,1
42,102,415,0,0,0.5211948790896159,112,0.5155347814132527,113,0.5623991393222163,77,0.45999999999999996,5,1,1
49,131,408,0,0,0.44267425320056897,78,0.4542205114105031,134,0.4327595481441635,89,0.435,2,2,0
42,127,415,1,0,0.6278805120910385,100,0.4679681055815232,89,0.6863905325443787,73,0.75,4,3,1
9,100,415,0,0,0.8620199146514936,93,0.4828155072862249,89,0.30123722431414734,102,0.52,5,1,1
30,94,415,0,0,0.3254623044096729,115,0.5056365136101183,79,0.4895104895104894,78,0.29500000000000004,2,3,0
34,81,408,0,1,0.4688477951635847,106,0.5779488589496837,138,0.4045185583647122,78,0.215,2,2,0
35,160,415,0,0,0.6745376955903272,126,0.6554852900742371,127,0.42522861753630986,100,0.535,8,2,0
29,100,415,0,0,0.62674253200569,106,0.3467143249931262,124,0.5884884346422808,67,0.51,1,3,0
49,78,510,0,1,0.5376955903271693,98,0.5270827605169095,67,0.5212479827864444,68,0.5650000000000001,3,0,0
33,139,510,1,0,0.4910384068278805,92,0.7745394555952708,123,0.6191500806885423,117,0.525,3,3,0
6,88,415,0,0,0.48022759601706977,141,0.581523233434149,129,0.17132867132867133,92,0.525,7,3,0
16,152,408,0,1,0.6916073968705548,137,0.6508111080560901,103,0.451855836471221,118,0.49500000000000005,3,1,0
45,144,415,0,0,0.27852062588904697,119,0.4709925762991477,88,0.39456697149004843,83,0.37000000000000005,4,0,0
13,45,510,1,1,0.5092460881934566,114,0.7495188342040143,99,0.11807423345884882,80,0.54,3,3,0
30,127,415,1,0,0.9226173541963016,107,0.3893318669232884,90,0.4959655728886498,90,0.6400000000000001,7,1,1
28,102,510,0,0,0.19829302987197725,85,0.6227660159472093,107,0.28321678321678323,104,0.555,2,2,0
2,49,408,1,1,0.503271692745377,118,0.6241407753643112,121,0.48735879505110274,115,0.755,3,3,1
19,36,415,0,0,0.3994310099573258,117,0.5622766015947209,121,0.613501882732652,79,0.435,4,2,0
48,13,510,0,0,0.47624466571834995,117,0.6145174594445972,102,0.5180204410973642,108,0.45,3,1,0
1,151,408,0,1,0.4733997155049787,112,0.6442122628540006,116,0.37089833243679393,95,0.275,2,0,0
49,111,408,0,0,0.48790896159317215,108,0.5620016497113005,106,0.5798816568047338,90,0.535,4,3,0
5,135,415,1,0,0.5041251778093884,151,0.5754742919989002,83,0.5731576116191501,114,0.555,5,2,0
45,114,415,0,1,0.32574679943101,64,0.6304646686829805,84,0.7143625605164067,68,0.52,16,0,0
30,122,415,0,1,0.5834992887624467,123,0.5589771789936762,123,0.278375470683163,106,0.535,1,2,0
42,89,415,0,0,0.5928876244665718,112,0.5210338190816607,116,0.6487358795051102,101,0.8400000000000001,1,0,1
44,96,415,0,0,0.35789473684210527,102,0.6719824030794611,111,0.38864981172673474,90,0.45,2,2,0
19,106,408,0,0,0.5297297297297298,97,0.7085510035743745,89,0.3795051102743411,106,0.55,4,2,0
17,122,415,0,0,0.36671408250355625,136,0.6719824030794611,133,0.33754706831629905,133,0.535,5,0,0
50,87,415,0,1,0.7322901849217638,91,0.6378883695353313,101,0.322754168908015,73,0.735,2,1,0
8,145,415,0,0,0.5385490753911807,113,0.5600769865273577,92,0.5247444862829479,103,0.71,3,5,0
22,136,415,0,1,0.14253200568990043,134,0.8133076711575474,89,0.23830016137708443,115,0.55,6,0,0
50,111,408,0,0,0.47083926031294454,72,0.6293648611492989,73,0.39402904787520165,103,0.485,6,2,0
23,167,415,1,0,0.4088193456614509,108,0.20786362386582347,111,0.5236686390532544,99,0.49500000000000005,4,0,0
50,88,408,0,0,0.4733997155049787,97,0.5133351663458895,118,0.614308768154922,89,0.7250000000000001,4,0,0
34,131,415,0,0,0.7516358463726884,118,0.4949133901567226,89,0.5398063474986552,104,0.535,1,2,0
30,90,408,0,0,0.5465149359886202,80,0.7404454220511411,125,0.6358257127487897,97,0.585,4,2,0
8,95,415,0,0,0.4136557610241821,98,0.9186142425075612,109,0.5018827326519635,72,0.44000000000000006,2,1,0
31,42,408,0,1,0.6850640113798009,80,0.5845477041517734,121,0.6683700914470145,138,0.47000000000000003,4,1,0
12,69,510,0,0,0.4856330014224751,98,0.306846301897168,109,0.39887036040882196,107,0.24,7,3,0
37,99,408,0,0,0.6287339971550499,118,0.3816332141875172,104,0.4717590102205486,96,0.605,4,0,0
38,72,415,0,0,0.5120910384068279,109,0.804784162771515,96,0.4618074233458849,114,0.54,4,0,0
22,88,415,0,1,0.8500711237553343,92,0.5699752543304922,86,0.6312533620225927,65,0.5950000000000001,4,5,0
9,113,415,0,0,0.9021337126600285,97,0.6180918339290624,70,0.5161377084454007,90,0.68,2,1,1
38,142,408,1,1,0.2907539118065434,103,0.631564476216662,110,0.4117805271651426,100,0.45,4,1,0
49,3,408,0,0,0.5203413940256046,87,0.47319219136651086,103,0.564550833781603,89,0.605,3,4,0
29,23,415,0,0,0.44267425320056897,122,0.6153423150948585,82,0.0745024206562668,130,0.53,3,4,1
